,domain,entity_id,serial_id
857,author,857,857
858,author,858,858
859,author,859,859
860,author,860,860
861,author,861,861
862,author,862,862
863,author,863,863
864,author,864,864
865,author,865,865
866,author,866,866
867,author,867,867
868,author,868,868
869,author,869,869
870,author,870,870
871,author,871,871
872,author,872,872
873,author,873,873
874,author,874,874
875,author,875,875
876,author,876,876
877,author,877,877
878,author,878,878
879,author,879,879
880,author,880,880
881,author,881,881
882,author,882,882
883,author,883,883
884,author,884,884
885,author,885,885
886,author,886,886
887,author,887,887
888,author,888,888
889,author,889,889
890,author,890,890
891,author,891,891
892,author,892,892
893,author,893,893
894,author,894,894
895,author,895,895
896,author,896,896
897,author,897,897
898,author,898,898
899,author,899,899
900,author,900,900
901,author,901,901
902,author,902,902
903,author,903,903
904,author,904,904
905,author,905,905
906,author,906,906
907,author,907,907
908,author,908,908
909,author,909,909
910,author,910,910
911,author,911,911
912,author,912,912
913,author,913,913
914,author,914,914
915,author,915,915
916,author,916,916
917,author,917,917
918,author,918,918
919,author,919,919
920,author,920,920
921,author,921,921
922,author,922,922
923,author,923,923
924,author,924,924
925,author,925,925
926,author,926,926
927,author,927,927
928,author,928,928
929,author,929,929
930,author,930,930
931,author,931,931
932,author,932,932
933,author,933,933
934,author,934,934
935,author,935,935
936,author,936,936
937,author,937,937
938,author,938,938
939,author,939,939
940,author,940,940
941,author,941,941
942,author,942,942
943,author,943,943
944,author,944,944
945,author,945,945
946,author,946,946
947,author,947,947
948,author,948,948
949,author,949,949
950,author,950,950
951,author,951,951
952,author,952,952
953,author,953,953
954,author,954,954
955,author,955,955
956,author,956,956
957,author,957,957
958,author,958,958
959,author,959,959
960,author,960,960
961,author,961,961
962,author,962,962
963,author,963,963
964,author,964,964
965,author,965,965
966,author,966,966
967,author,967,967
968,author,968,968
969,author,969,969
970,author,970,970
971,author,971,971
972,author,972,972
973,author,973,973
974,author,974,974
975,author,975,975
976,author,976,976
977,author,977,977
978,author,978,978
979,author,979,979
980,author,980,980
981,author,981,981
982,author,982,982
983,author,983,983
984,author,984,984
985,author,985,985
986,author,986,986
987,author,987,987
988,author,988,988
989,author,989,989
990,author,990,990
991,author,991,991
992,author,992,992
993,author,993,993
994,author,994,994
995,author,995,995
996,author,996,996
997,author,997,997
998,author,998,998
999,author,999,999
1000,author,1000,1000
1001,author,1001,1001
1002,author,1002,1002
1003,author,1003,1003
1004,author,1004,1004
1005,author,1005,1005
1006,author,1006,1006
1007,author,1007,1007
1008,author,1008,1008
1009,author,1009,1009
1010,author,1010,1010
1011,author,1011,1011
1012,author,1012,1012
1013,author,1013,1013
1014,author,1014,1014
1015,author,1015,1015
1016,author,1016,1016
1017,author,1017,1017
1018,author,1018,1018
1019,author,1019,1019
1020,author,1020,1020
1021,author,1021,1021
1022,author,1022,1022
1023,author,1023,1023
1024,author,1024,1024
1025,author,1025,1025
1026,author,1026,1026
1027,author,1027,1027
1028,author,1028,1028
1029,author,1029,1029
1030,author,1030,1030
1031,author,1031,1031
1032,author,1032,1032
1033,author,1033,1033
1034,author,1034,1034
1035,author,1035,1035
1036,author,1036,1036
1037,author,1037,1037
1038,author,1038,1038
1039,author,1039,1039
1040,author,1040,1040
1041,author,1041,1041
1042,author,1042,1042
1043,author,1043,1043
1044,author,1044,1044
1045,author,1045,1045
1046,author,1046,1046
1047,author,1047,1047
1048,author,1048,1048
1049,author,1049,1049
1050,author,1050,1050
1051,author,1051,1051
1052,author,1052,1052
1053,author,1053,1053
1054,author,1054,1054
1055,author,1055,1055
1056,author,1056,1056
1057,author,1057,1057
1058,author,1058,1058
1059,author,1059,1059
1060,author,1060,1060
1061,author,1061,1061
1062,author,1062,1062
1063,author,1063,1063
1064,author,1064,1064
1065,author,1065,1065
1066,author,1066,1066
1067,author,1067,1067
1068,author,1068,1068
1069,author,1069,1069
1070,author,1070,1070
1071,author,1071,1071
1072,author,1072,1072
1073,author,1073,1073
1074,author,1074,1074
1075,author,1075,1075
1076,author,1076,1076
1077,author,1077,1077
1078,author,1078,1078
1079,author,1079,1079
1080,author,1080,1080
1081,author,1081,1081
1082,author,1082,1082
1083,author,1083,1083
1084,author,1084,1084
1085,author,1085,1085
1086,author,1086,1086
1087,author,1087,1087
1088,author,1088,1088
1089,author,1089,1089
1090,author,1090,1090
1091,author,1091,1091
1092,author,1092,1092
1093,author,1093,1093
1094,author,1094,1094
1095,author,1095,1095
1096,author,1096,1096
1097,author,1097,1097
1098,author,1098,1098
1099,author,1099,1099
1100,author,1100,1100
1101,author,1101,1101
1102,author,1102,1102
1103,author,1103,1103
1104,author,1104,1104
1105,author,1105,1105
1106,author,1106,1106
1107,author,1107,1107
1108,author,1108,1108
1109,author,1109,1109
1110,author,1110,1110
1111,author,1111,1111
1112,author,1112,1112
1113,author,1113,1113
1114,author,1114,1114
1115,author,1115,1115
1116,author,1116,1116
1117,author,1117,1117
1118,author,1118,1118
1119,author,1119,1119
1120,author,1120,1120
1121,author,1121,1121
1122,author,1122,1122
1123,author,1123,1123
1124,author,1124,1124
1125,author,1125,1125
1126,author,1126,1126
1127,author,1127,1127
1128,author,1128,1128
1129,author,1129,1129
1130,author,1130,1130
1131,author,1131,1131
1132,author,1132,1132
1133,author,1133,1133
1134,author,1134,1134
1135,author,1135,1135
1136,author,1136,1136
1137,author,1137,1137
1138,author,1138,1138
1139,author,1139,1139
1140,author,1140,1140
1141,author,1141,1141
1142,author,1142,1142
1143,author,1143,1143
1144,author,1144,1144
1145,author,1145,1145
1146,author,1146,1146
1147,author,1147,1147
1148,author,1148,1148
1149,author,1149,1149
1150,author,1150,1150
1151,author,1151,1151
1152,author,1152,1152
1153,author,1153,1153
1154,author,1154,1154
1155,author,1155,1155
1156,author,1156,1156
1157,author,1157,1157
1158,author,1158,1158
1159,author,1159,1159
1160,author,1160,1160
1161,author,1161,1161
1162,author,1162,1162
1163,author,1163,1163
1164,author,1164,1164
1165,author,1165,1165
1166,author,1166,1166
1167,author,1167,1167
1168,author,1168,1168
1169,author,1169,1169
1170,author,1170,1170
1171,author,1171,1171
1172,author,1172,1172
1173,author,1173,1173
1174,author,1174,1174
1175,author,1175,1175
1176,author,1176,1176
1177,author,1177,1177
1178,author,1178,1178
1179,author,1179,1179
1180,author,1180,1180
1181,author,1181,1181
1182,author,1182,1182
1183,author,1183,1183
1184,author,1184,1184
1185,author,1185,1185
1186,author,1186,1186
1187,author,1187,1187
1188,author,1188,1188
1189,author,1189,1189
1190,author,1190,1190
1191,author,1191,1191
1192,author,1192,1192
1193,author,1193,1193
1194,author,1194,1194
1195,author,1195,1195
1196,author,1196,1196
1197,author,1197,1197
1198,author,1198,1198
1199,author,1199,1199
1200,author,1200,1200
1201,author,1201,1201
1202,author,1202,1202
1203,author,1203,1203
1204,author,1204,1204
1205,author,1205,1205
1206,author,1206,1206
1207,author,1207,1207
1208,author,1208,1208
1209,author,1209,1209
1210,author,1210,1210
1211,author,1211,1211
1212,author,1212,1212
1213,author,1213,1213
1214,author,1214,1214
1215,author,1215,1215
1216,author,1216,1216
1217,author,1217,1217
1218,author,1218,1218
1219,author,1219,1219
1220,author,1220,1220
1221,author,1221,1221
1222,author,1222,1222
1223,author,1223,1223
1224,author,1224,1224
1225,author,1225,1225
1226,author,1226,1226
1227,author,1227,1227
1228,author,1228,1228
1229,author,1229,1229
1230,author,1230,1230
1231,author,1231,1231
1232,author,1232,1232
1233,author,1233,1233
1234,author,1234,1234
1235,author,1235,1235
1236,author,1236,1236
1237,author,1237,1237
1238,author,1238,1238
1239,author,1239,1239
1240,author,1240,1240
1241,author,1241,1241
1242,author,1242,1242
1243,author,1243,1243
1244,author,1244,1244
1245,author,1245,1245
1246,author,1246,1246
1247,author,1247,1247
1248,author,1248,1248
1249,author,1249,1249
1250,author,1250,1250
1251,author,1251,1251
1252,author,1252,1252
1253,author,1253,1253
1254,author,1254,1254
1255,author,1255,1255
1256,author,1256,1256
1257,author,1257,1257
1258,author,1258,1258
1259,author,1259,1259
1260,author,1260,1260
1261,author,1261,1261
1262,author,1262,1262
1263,author,1263,1263
1264,author,1264,1264
1265,author,1265,1265
1266,author,1266,1266
1267,author,1267,1267
1268,author,1268,1268
1269,author,1269,1269
1270,author,1270,1270
1271,author,1271,1271
1272,author,1272,1272
1273,author,1273,1273
1274,author,1274,1274
1275,author,1275,1275
1276,author,1276,1276
1277,author,1277,1277
1278,author,1278,1278
1279,author,1279,1279
1280,author,1280,1280
1281,author,1281,1281
1282,author,1282,1282
1283,author,1283,1283
1284,author,1284,1284
1285,author,1285,1285
1286,author,1286,1286
1287,author,1287,1287
1288,author,1288,1288
1289,author,1289,1289
1290,author,1290,1290
1291,author,1291,1291
1292,author,1292,1292
1293,author,1293,1293
1294,author,1294,1294
1295,author,1295,1295
1296,author,1296,1296
1297,author,1297,1297
1298,author,1298,1298
1299,author,1299,1299
1300,author,1300,1300
1301,author,1301,1301
1302,author,1302,1302
1303,author,1303,1303
1304,author,1304,1304
1305,author,1305,1305
1306,author,1306,1306
1307,author,1307,1307
1308,author,1308,1308
1309,author,1309,1309
1310,author,1310,1310
1311,author,1311,1311
1312,author,1312,1312
1313,author,1313,1313
1314,author,1314,1314
1315,author,1315,1315
1316,author,1316,1316
1317,author,1317,1317
1318,author,1318,1318
1319,author,1319,1319
1320,author,1320,1320
1321,author,1321,1321
1322,author,1322,1322
1323,author,1323,1323
1324,author,1324,1324
1325,author,1325,1325
1326,author,1326,1326
1327,author,1327,1327
1328,author,1328,1328
1329,author,1329,1329
1330,author,1330,1330
1331,author,1331,1331
1332,author,1332,1332
1333,author,1333,1333
1334,author,1334,1334
1335,author,1335,1335
1336,author,1336,1336
1337,author,1337,1337
1338,author,1338,1338
1339,author,1339,1339
1340,author,1340,1340
1341,author,1341,1341
1342,author,1342,1342
1343,author,1343,1343
1344,author,1344,1344
1345,author,1345,1345
1346,author,1346,1346
1347,author,1347,1347
1348,author,1348,1348
1349,author,1349,1349
1350,author,1350,1350
1351,author,1351,1351
1352,author,1352,1352
1353,author,1353,1353
1354,author,1354,1354
1355,author,1355,1355
1356,author,1356,1356
1357,author,1357,1357
1358,author,1358,1358
1359,author,1359,1359
1360,author,1360,1360
1361,author,1361,1361
1362,author,1362,1362
1363,author,1363,1363
1364,author,1364,1364
1365,author,1365,1365
1366,author,1366,1366
1367,author,1367,1367
1368,author,1368,1368
1369,author,1369,1369
1370,author,1370,1370
1371,author,1371,1371
1372,author,1372,1372
1373,author,1373,1373
1374,author,1374,1374
1375,author,1375,1375
1376,author,1376,1376
1377,author,1377,1377
1378,author,1378,1378
1379,author,1379,1379
1380,author,1380,1380
1381,author,1381,1381
1382,author,1382,1382
1383,author,1383,1383
1384,author,1384,1384
1385,author,1385,1385
1386,author,1386,1386
1387,author,1387,1387
1388,author,1388,1388
1389,author,1389,1389
1390,author,1390,1390
1391,author,1391,1391
1392,author,1392,1392
1393,author,1393,1393
1394,author,1394,1394
1395,author,1395,1395
1396,author,1396,1396
1397,author,1397,1397
1398,author,1398,1398
1399,author,1399,1399
1400,author,1400,1400
1401,author,1401,1401
1402,author,1402,1402
1403,author,1403,1403
1404,author,1404,1404
1405,author,1405,1405
1406,author,1406,1406
1407,author,1407,1407
1408,author,1408,1408
1409,author,1409,1409
1410,author,1410,1410
1411,author,1411,1411
1412,author,1412,1412
1413,author,1413,1413
1414,author,1414,1414
1415,author,1415,1415
1416,author,1416,1416
1417,author,1417,1417
1418,author,1418,1418
1419,author,1419,1419
1420,author,1420,1420
1421,author,1421,1421
1422,author,1422,1422
1423,author,1423,1423
1424,author,1424,1424
1425,author,1425,1425
1426,author,1426,1426
1427,author,1427,1427
1428,author,1428,1428
1429,author,1429,1429
1430,author,1430,1430
1431,author,1431,1431
1432,author,1432,1432
1433,author,1433,1433
1434,author,1434,1434
1435,author,1435,1435
1436,author,1436,1436
1437,author,1437,1437
1438,author,1438,1438
1439,author,1439,1439
1440,author,1440,1440
1441,author,1441,1441
1442,author,1442,1442
1443,author,1443,1443
1444,author,1444,1444
1445,author,1445,1445
1446,author,1446,1446
1447,author,1447,1447
1448,author,1448,1448
1449,author,1449,1449
1450,author,1450,1450
1451,author,1451,1451
1452,author,1452,1452
1453,author,1453,1453
1454,author,1454,1454
1455,author,1455,1455
1456,author,1456,1456
1457,author,1457,1457
1458,author,1458,1458
1459,author,1459,1459
1460,author,1460,1460
1461,author,1461,1461
1462,author,1462,1462
1463,author,1463,1463
1464,author,1464,1464
1465,author,1465,1465
1466,author,1466,1466
1467,author,1467,1467
1468,author,1468,1468
1469,author,1469,1469
1470,author,1470,1470
1471,author,1471,1471
1472,author,1472,1472
1473,author,1473,1473
1474,author,1474,1474
1475,author,1475,1475
1476,author,1476,1476
1477,author,1477,1477
1478,author,1478,1478
1479,author,1479,1479
1480,author,1480,1480
1481,author,1481,1481
1482,author,1482,1482
1483,author,1483,1483
1484,author,1484,1484
1485,author,1485,1485
1486,author,1486,1486
1487,author,1487,1487
1488,author,1488,1488
1489,author,1489,1489
1490,author,1490,1490
1491,author,1491,1491
1492,author,1492,1492
1493,author,1493,1493
1494,author,1494,1494
1495,author,1495,1495
1496,author,1496,1496
1497,author,1497,1497
1498,author,1498,1498
1499,author,1499,1499
1500,author,1500,1500
1501,author,1501,1501
1502,author,1502,1502
1503,author,1503,1503
1504,author,1504,1504
1505,author,1505,1505
1506,author,1506,1506
1507,author,1507,1507
1508,author,1508,1508
1509,author,1509,1509
1510,author,1510,1510
1511,author,1511,1511
1512,author,1512,1512
1513,author,1513,1513
1514,author,1514,1514
1515,author,1515,1515
1516,author,1516,1516
1517,author,1517,1517
1518,author,1518,1518
1519,author,1519,1519
1520,author,1520,1520
1521,author,1521,1521
1522,author,1522,1522
1523,author,1523,1523
1524,author,1524,1524
1525,author,1525,1525
1526,author,1526,1526
1527,author,1527,1527
1528,author,1528,1528
1529,author,1529,1529
1530,author,1530,1530
1531,author,1531,1531
1532,author,1532,1532
1533,author,1533,1533
1534,author,1534,1534
1535,author,1535,1535
1536,author,1536,1536
1537,author,1537,1537
1538,author,1538,1538
1539,author,1539,1539
1540,author,1540,1540
1541,author,1541,1541
